"time","sd","t2m"
1950-01-01,12.1303163468838,-4.82114257812498
1950-02-01,10.4379020631313,0.315820312500023
1950-03-01,3.37262568064034,2.67031250000002
1950-04-01,0.0688546570017934,5.55056152343752
1950-05-01,-7.1468416639166e-22,12.9399658203125
1950-06-01,-7.14684117087854e-22,16.793603515625
1950-07-01,-7.31476845696326e-22,18.146875
1950-08-01,-7.34536492021033e-22,17.3332763671875
1950-09-01,-7.34536492021033e-22,11.989892578125
1950-10-01,2.34871613793075,6.00344238281252
1950-11-01,5.76788559556007,1.87917480468752
1950-12-01,13.9823285862803,-3.92893066406248
1951-01-01,46.7614121735096,-1.37900390624998
1951-02-01,56.2584884464741,-1.14291992187498
1951-03-01,20.6628516316414,0.540551757812523
1951-04-01,0.0760070979595184,5.63308105468752
1951-05-01,-5.82335295993308e-22,10.5715576171875
1951-06-01,-6.65926498080793e-22,14.716455078125
1951-07-01,-7.30391718217388e-22,16.894677734375
1951-08-01,-7.34536492021033e-22,17.32900390625
1951-09-01,-7.34536492021033e-22,14.062646484375
1951-10-01,-7.34536541324839e-22,6.14394531250002
1951-11-01,0.401209108531475,4.11318359375002
1951-12-01,4.80889808386564,-0.289160156249977
1952-01-01,16.9039908796549,-2.77634277343748
1952-02-01,55.6808672845364,-2.88107910156248
1952-03-01,24.9600578099489,0.0241943359375227
1952-04-01,1.11845100764185,9.09584960937502
1952-05-01,-7.09836764040497e-22,11.0913330078125
1952-06-01,-7.15290751123969e-22,14.514794921875
1952-07-01,-7.32330689018615e-22,18.3098388671875
1952-08-01,-7.34536492021033e-22,18.4758544921875
1952-09-01,-7.34536541324839e-22,9.82290039062502
1952-10-01,0.0350909540429711,5.85878906250002
1952-11-01,14.0087641775608,-1.26267089843748
1952-12-01,32.9446904361248,-4.35312499999998
1953-01-01,78.5294473171234,-4.12558593749998
1953-02-01,94.5625677704811,-2.82163085937498
1953-03-01,18.0722624063492,2.25625000000002
1953-04-01,0.0319462269544601,7.76101074218752
1953-05-01,0.617478042840958,11.8626953125
1953-06-01,-7.34536541324839e-22,15.452294921875
1953-07-01,-7.34536492021033e-22,17.286767578125
1953-08-01,-7.34536492021033e-22,15.7229248046875
1953-09-01,-7.34536492021033e-22,13.3545166015625
1953-10-01,-7.34536541324839e-22,9.23732910156252
1953-11-01,0.00505478237755597,2.31423339843752
1953-12-01,3.14717786386609,0.278833007812523
1954-01-01,33.6566679179668,-7.34750976562498
1954-02-01,34.8509401082993,-6.99350585937498
1954-03-01,5.73872216045856,2.98525390625002
1954-04-01,0.858262181282043,4.14333496093752
1954-05-01,-7.34536541324839e-22,10.47353515625
1954-06-01,-7.34536492021033e-22,15.334619140625
1954-07-01,-7.34536541324839e-22,13.2707763671875
1954-08-01,-7.34536492021033e-22,15.227685546875
1954-09-01,0.00133494177134708,12.5454345703125
1954-10-01,0.0092493137344718,7.97670898437502
1954-11-01,1.63359940052032,1.29470214843752
1954-12-01,6.51616416871548,0.531152343750023
1955-01-01,8.0264825373888,-4.18063964843748
1955-02-01,22.1602246165276,-4.93039550781248
1955-03-01,31.6654928028584,-1.88864746093748
1955-04-01,0.460879935417324,4.82216796875002
1955-05-01,0.00610370625508949,9.53908691406252
1955-06-01,-7.34536492021033e-22,13.728173828125
1955-07-01,-7.34536492021033e-22,16.2031494140625
1955-08-01,-7.34536492021033e-22,15.5207763671875
1955-09-01,-7.34536492021033e-22,12.2414794921875
1955-10-01,0.104042235761881,6.70327148437502
1955-11-01,4.32334607467055,1.52871093750002
1955-12-01,5.28061995282769,-0.250830078124977
1956-01-01,16.0866342484951,-3.25253906249998
1956-02-01,29.1940048336983,-12.9330810546875
1956-03-01,12.8193041309714,0.00295410156252274
1956-04-01,1.73661136068404,4.51931152343752
1956-05-01,-7.34536541324839e-22,11.4050537109375
1956-06-01,-7.34536541324839e-22,12.62197265625
1956-07-01,-7.34536492021033e-22,16.2016845703125
1956-08-01,-7.34536492021033e-22,13.788720703125
1956-09-01,-7.34536492021033e-22,12.9033447265625
1956-10-01,0.334932003170252,6.85170898437502
1956-11-01,1.51175609789789,0.342919921875023
1956-12-01,4.15378995239735,-1.04355468749998
1957-01-01,10.1539846509695,-3.63498535156248
1957-02-01,4.98846778646111,1.60988769531252
1957-03-01,2.61549698188901,4.67409667968752
1957-04-01,0.324435299262404,6.27932128906252
1957-05-01,0.244135095272213,8.65114746093752
1957-06-01,-7.34536492021033e-22,15.9524169921875
1957-07-01,-7.34536492021033e-22,16.9267822265625
1957-08-01,-7.34536492021033e-22,13.9927001953125
1957-09-01,-7.34536541324839e-22,10.6738525390625
1957-10-01,-7.34536541324839e-22,7.61062011718752
1957-11-01,0.0999416442937218,2.92580566406252
1957-12-01,10.9742479398847,-2.67429199218748
1958-01-01,50.8180558681488,-3.41110839843748
1958-02-01,39.2236486077309,-0.303564453124977
1958-03-01,45.7559451460838,-3.87180175781248
1958-04-01,3.55361122637987,3.69411621093752
1958-05-01,0.000190921127796173,12.9624267578125
1958-06-01,-7.34536492021033e-22,13.4272705078125
1958-07-01,-7.34536492021033e-22,16.3154541015625
1958-08-01,-7.34536492021033e-22,16.1572509765625
1958-09-01,-7.34536492021033e-22,13.2383056640625
1958-10-01,0.0382382422685623,7.47927246093752
1958-11-01,0.0724787241779268,3.42727050781252
1958-12-01,10.9061067923903,-0.220434570312477
1959-01-01,15.5215980485082,-2.56882324218748
1959-02-01,10.5642937123775,-2.74167480468748
1959-03-01,0.321667641401291,4.55935058593752
1959-04-01,0.184528471436352,8.15627441406252
1959-05-01,-7.34536541324839e-22,11.9240966796875
1959-06-01,-7.34536492021033e-22,15.059228515625
1959-07-01,-7.34536492021033e-22,18.0910888671875
1959-08-01,-7.34536492021033e-22,16.3447509765625
1959-09-01,-7.34536492021033e-22,12.5110107421875
1959-10-01,0.197699439013377,6.59938964843752
1959-11-01,1.46826729178429,1.80239257812502
1959-12-01,4.57078032195568,0.677514648437523
1960-01-01,17.2145627439022,-3.46530761718748
1960-02-01,33.0494493246078,-3.30576171874998
1960-03-01,2.05201492644846,2.74514160156252
1960-04-01,0.410160049796104,6.35659179687502
1960-05-01,0.0371908536180854,11.467919921875
1960-06-01,-7.34536492021033e-22,15.432763671875
1960-07-01,-7.34536492021033e-22,14.6509033203125
1960-08-01,-7.34536492021033e-22,15.3559814453125
1960-09-01,-7.34536492021033e-22,11.927880859375
1960-10-01,0.036714831367135,7.64125976562502
1960-11-01,0.108427950181067,4.14296875000002
1960-12-01,16.1150917410851,-1.27854003906248
1961-01-01,54.1143864393234,-3.99741210937498
1961-02-01,28.4894071519375,1.53981933593752
1961-03-01,1.36886793188751,4.66396484375002
1961-04-01,0.00610281131230295,10.4428955078125
1961-05-01,0.000190633727470413,9.18813476562502
1961-06-01,-7.34536492021033e-22,14.914208984375
1961-07-01,-7.34536492021033e-22,14.338525390625
1961-08-01,-7.34536492021033e-22,14.903466796875
1961-09-01,-7.34536492021033e-22,15.724755859375
1961-10-01,-7.34536541324839e-22,9.46755371093752
1961-11-01,0.753664411604404,2.11318359375002
1961-12-01,5.52210491150618,-2.84152832031248
1962-01-01,8.12897086143494,-0.860571289062477
1962-02-01,26.1528454720974,-2.73044433593748
1962-03-01,32.1547910571098,-2.74204101562498
1962-04-01,0.400245189666748,7.26906738281252
1962-05-01,0.255384133197367,8.65529785156252
1962-06-01,-7.34536541324839e-22,12.954736328125
1962-07-01,-7.34536492021033e-22,14.1994873046875
1962-08-01,-7.34536492021033e-22,16.004541015625
1962-09-01,-7.34536492021033e-22,11.719873046875
1962-10-01,0.0258437357842922,7.73977050781252
1962-11-01,4.9173473380506,1.10854492187502
1962-12-01,41.440948843956,-7.31125488281248
1963-01-01,83.0663740634918,-9.80502929687498
1963-02-01,104.232519865036,-8.16831054687498
1963-03-01,56.2478639185429,0.307153320312523
1963-04-01,0.310957431793213,7.36892089843752
1963-05-01,-7.34536541324839e-22,10.956689453125
1963-06-01,-7.34536492021033e-22,14.78310546875
1963-07-01,-7.34536492021033e-22,17.0302978515625
1963-08-01,-7.34536492021033e-22,15.3049560546875
1963-09-01,-7.34536541324839e-22,13.22109375
1963-10-01,-7.34536492021033e-22,6.95656738281252
1963-11-01,0.0922142062336206,5.83291015625002
1963-12-01,1.97846023365855,-4.87119140624998
1964-01-01,23.0973102152348,-6.07993164062498
1964-02-01,36.7341414093971,-3.45603027343748
1964-03-01,11.4827621728182,-1.32016601562498
1964-04-01,0.277508981525898,7.33205566406252
1964-05-01,-7.34536541324839e-22,12.242822265625
1964-06-01,-7.34536492021033e-22,16.4299560546875
1964-07-01,-7.34536492021033e-22,17.51552734375
1964-08-01,-7.34536492021033e-22,15.209619140625
1964-09-01,-7.34536541324839e-22,12.8425537109375
1964-10-01,0.398814678192139,6.21328125000002
1964-11-01,0.450415769591928,3.25539550781252
1964-12-01,14.5876184105873,-2.63547363281248
1965-01-01,21.4593261480331,-1.30893554687498
1965-02-01,75.4174441099167,-4.59873046874998
1965-03-01,79.1061818599701,-0.484594726562477
1965-04-01,0.0715106725692749,5.63991699218752
1965-05-01,0.000381260178983212,9.88686523437502
1965-06-01,-7.34536492021033e-22,14.4726806640625
1965-07-01,-7.34536492021033e-22,14.63125
1965-08-01,-7.34536492021033e-22,14.0984130859375
1965-09-01,-7.34536492021033e-22,11.6948486328125
1965-10-01,-7.34536541324839e-22,6.68715820312502
1965-11-01,9.39506664872169,-0.813085937499977
1965-12-01,22.910563275218,0.293725585937523
1966-01-01,11.7104835808277,-6.19455566406248
1966-02-01,1.8965860363096,3.52700195312502
1966-03-01,3.29738273285329,1.49758300781252
1966-04-01,0.565710477530956,8.24990234375002
1966-05-01,-7.34536541324839e-22,11.6721435546875
1966-06-01,-7.34536541324839e-22,15.704248046875
1966-07-01,-7.34536492021033e-22,14.931298828125
1966-08-01,-7.34536492021033e-22,14.6494384765625
1966-09-01,-7.34536492021033e-22,12.0808349609375
1966-10-01,0.0133512075990438,10.3275390625
1966-11-01,9.3173561617732,0.133813476562523
1966-12-01,37.0096005499363,-0.895727539062477
1967-01-01,47.7993227541447,-2.70126953124998
1967-02-01,5.91030204668641,0.221582031250023
1967-03-01,2.71102809347212,3.49562988281252
1967-04-01,0.570297241210938,5.35122070312502
1967-05-01,0.00066729262471199,11.5620361328125
1967-06-01,-7.34536492021033e-22,13.7038818359375
1967-07-01,-7.34536492021033e-22,17.8806396484375
1967-08-01,-7.34536492021033e-22,15.5090576171875
1967-09-01,-7.34536492021033e-22,12.7275634765625
1967-10-01,-7.34536541324839e-22,10.458154296875
1967-11-01,0.633334740996361,2.22170410156252
1967-12-01,33.981092274189,-2.65207519531248
1968-01-01,42.1201214194298,-4.49997558593748
1968-02-01,33.3130620419979,-1.79538574218748
1968-03-01,27.7978535741568,1.84707031250002
1968-04-01,0.362109392881393,7.24514160156252
1968-05-01,-7.34536541324839e-22,10.038720703125
